187.452544  0.000000 -0.681558  0.025524  0.023303
187.451713  0.000000 -0.681564  0.025524  0.023303
187.453665  0.000000 -0.681551  0.025523  0.023303
187.461051  0.000000 -0.681503  0.025522  0.023303
187.479129  0.000000 -0.681386  0.025518  0.023302
187.512563  0.000000 -0.681168  0.025514  0.023302
187.561334  0.000000 -0.680851  0.025510  0.023301
187.618556  0.000000 -0.680479  0.025506  0.023299
187.672919  0.000000 -0.680126  0.025504  0.023297
187.714675  0.000000 -0.679855  0.025503  0.023294
187.740301  0.000000 -0.679688  0.025503  0.023293
187.752442  0.000000 -0.679609  0.025504  0.023292
187.756475  0.000000 -0.679583  0.025504  0.023292
187.757076  0.000000 -0.679579  0.025503  0.023293
187.756783  0.000000 -0.679581  0.025502  0.023293
187.756461  0.000000 -0.679583  0.025500  0.023293
187.756625  0.000000 -0.679582  0.025496  0.023292
187.758620  0.000000 -0.679569  0.025492  0.023290
187.764857  0.000000 -0.679528  0.025489  0.023287
187.777536  0.000000 -0.679446  0.025488  0.023284
187.796124  0.000000 -0.679325  0.025491  0.023283
187.815486  0.000000 -0.679199  0.025496  0.023282
187.827368  0.000000 -0.679122  0.025502  0.023283
187.825675  0.000000 -0.679133  0.025508  0.023283
187.811314  0.000000 -0.679226  0.025512  0.023283
187.791430  0.000000 -0.679356  0.025516  0.023282
187.773920  0.000000 -0.679470  0.025519  0.023280
187.762835  0.000000 -0.679542  0.025522  0.023278
187.757871  0.000000 -0.679574  0.025525  0.023275
187.756591  0.000000 -0.679582  0.025528  0.023273
187.756684  0.000000 -0.679582  0.025529  0.023271
187.756897  0.000000 -0.679580  0.025528  0.023271
187.756881  0.000000 -0.679580  0.025526  0.023271
187.756728  0.000000 -0.679581  0.025524  0.023271
187.756664  0.000000 -0.679582  0.025522  0.023272
187.756840  0.000000 -0.679581  0.025521  0.023273
187.756901  0.000000 -0.679580  0.025521  0.023274
187.755177  0.000000 -0.679591  0.025520  0.023274
187.747955  0.000000 -0.679638  0.025519  0.023275
187.729885  0.000000 -0.679756  0.025518  0.023275
187.696436  0.000000 -0.679973  0.025517  0.023275
187.647680  0.000000 -0.680290  0.025516  0.023275
187.590476  0.000000 -0.680662  0.025514  0.023275
187.536123  0.000000 -0.681015  0.025512  0.023274
187.494372  0.000000 -0.681287  0.025509  0.023273
187.468705  0.000000 -0.681453  0.025507  0.023272
187.456385  0.000000 -0.681533  0.025505  0.023272
187.452210  0.000000 -0.681561  0.025504  0.023272
187.452680  0.000000 -0.681558  0.025504  0.023272
187.458290  0.000000 -0.681521  0.025506  0.023273
187.473223  0.000000 -0.681424  0.025507  0.023274
187.502506  0.000000 -0.681234  0.025508  0.023274
187.547677  0.000000 -0.680940  0.025509  0.023274
187.603626  0.000000 -0.680576  0.025510  0.023273
187.659757  0.000000 -0.680212  0.025512  0.023273
187.705464  0.000000 -0.679914  0.025514  0.023274
187.735412  0.000000 -0.679720  0.025516  0.023276
187.750143  0.000000 -0.679624  0.025517  0.023278
187.752349  0.000000 -0.679610  0.025517  0.023280
187.742805  0.000000 -0.679672  0.025515  0.023281
187.719412  0.000000 -0.679824  0.025513  0.023281
187.679850  0.000000 -0.680081  0.025510  0.023279
187.625164  0.000000 -0.680436  0.025509  0.023277
187.560496  0.000000 -0.680857  0.025509  0.023275
187.491835  0.000000 -0.681303  0.025510  0.023274
187.422509  0.000000 -0.681754  0.025511  0.023272
187.353795  0.000000 -0.682200  0.025512  0.023272
187.288330  0.000000 -0.682626  0.025513  0.023271
187.230706  0.000000 -0.683000  0.025513  0.023271
187.183392  0.000000 -0.683308  0.025513  0.023271
187.142858  0.000000 -0.683571  0.025513  0.023270
187.101312  0.000000 -0.683841  0.025513  0.023270
187.053698  0.000000 -0.684151  0.025514  0.023270
187.004241  0.000000 -0.684472  0.025515  0.023270
186.966264  0.000000 -0.684719  0.025516  0.023271
186.954094  0.000000 -0.684798  0.025518  0.023271
186.972961  0.000000 -0.684676  0.025520  0.023272
187.014923  0.000000 -0.684403  0.025520  0.023273
187.063759  0.000000 -0.684086  0.025520  0.023274
187.104569  0.000000 -0.683820  0.025518  0.023275
187.130509  0.000000 -0.683652  0.025517  0.023276
187.142889  0.000000 -0.683571  0.025517  0.023277
187.146923  0.000000 -0.683545  0.025519  0.023277
187.147487  0.000000 -0.683541  0.025521  0.023277
187.147242  0.000000 -0.683543  0.025523  0.023276
187.146972  0.000000 -0.683545  0.025523  0.023276
187.147010  0.000000 -0.683544  0.025522  0.023275
187.148819  0.000000 -0.683533  0.025518  0.023274
187.156022  0.000000 -0.683486  0.025515  0.023274
187.173985  0.000000 -0.683369  0.025512  0.023275
187.207292  0.000000 -0.683153  0.025510  0.023275
187.255935  0.000000 -0.682836  0.025508  0.023275
187.313111  0.000000 -0.682465  0.025504  0.023275
187.367561  0.000000 -0.682111  0.025500  0.023276
187.409501  0.000000 -0.681838  0.025496  0.023277
187.435315  0.000000 -0.681670  0.025493  0.023278
187.447565  0.000000 -0.681591  0.025492  0.023279
187.451602  0.000000 -0.681565  0.025491  0.023279
187.452170  0.000000 -0.681561  0.025492  0.023279
187.451955  0.000000 -0.681562  0.025492  0.023279
187.451863  0.000000 -0.681563  0.025492  0.023278
187.451931  0.000000 -0.681562  0.025493  0.023278
187.452011  0.000000 -0.681562  0.025493  0.023278
187.452035  0.000000 -0.681562  0.025494  0.023277
187.452020  0.000000 -0.681562  0.025494  0.023276
187.452001  0.000000 -0.681562  0.025494  0.023273
187.451993  0.000000 -0.681562  0.025493  0.023271
187.451995  0.000000 -0.681562  0.025493  0.023269
187.451999  0.000000 -0.681562  0.025494  0.023268
187.452001  0.000000 -0.681562  0.025494  0.023266
187.452001  0.000000 -0.681562  0.025495  0.023263
187.452000  0.000000 -0.681562  0.025496  0.023259
187.452000  0.000000 -0.681562  0.025496  0.023254
187.452000  0.000000 -0.681562  0.025496  0.023248
187.452000  0.000000 -0.681562  0.025496  0.023241
187.452000  0.000000 -0.681562  0.025496  0.023236
187.452000  0.000000 -0.681562  0.025495  0.023232
187.452000  0.000000 -0.681562  0.025493  0.023231
187.451999  0.000000 -0.681562  0.025492  0.023231
187.451999  0.000000 -0.681562  0.025492  0.023232
187.452002  0.000000 -0.681562  0.025493  0.023232
187.452005  0.000000 -0.681562  0.025495  0.023232
187.452006  0.000000 -0.681562  0.025497  0.023232
187.451997  0.000000 -0.681562  0.025498  0.023232
187.451978  0.000000 -0.681562  0.025497  0.023231
187.451965  0.000000 -0.681562  0.025496  0.023230
187.451994  0.000000 -0.681562  0.025495  0.023229
187.452077  0.000000 -0.681562  0.025495  0.023227
187.452137  0.000000 -0.681561  0.025495  0.023225
187.452027  0.000000 -0.681562  0.025496  0.023224
187.451825  0.000000 -0.681563  0.025497  0.023222
187.452558  0.000000 -0.681558  0.025497  0.023221
187.457092  0.000000 -0.681529  0.025496  0.023220
187.470310  0.000000 -0.681443  0.025494  0.023220
187.497473  0.000000 -0.681266  0.025493  0.023220
187.540716  0.000000 -0.680985  0.025492  0.023222
187.595827  0.000000 -0.680627  0.025493  0.023223
187.652672  0.000000 -0.680258  0.025494  0.023225
187.700178  0.000000 -0.679949  0.025494  0.023225
187.732110  0.000000 -0.679741  0.025495  0.023224
187.748962  0.000000 -0.679632  0.025496  0.023222
187.755485  0.000000 -0.679589  0.025496  0.023220
187.756943  0.000000 -0.679580  0.025496  0.023219
187.756843  0.000000 -0.679581  0.025497  0.023218
187.756672  0.000000 -0.679582  0.025497  0.023220
187.756697  0.000000 -0.679581  0.025497  0.023221
187.756786  0.000000 -0.679581  0.025496  0.023222
187.756832  0.000000 -0.679581  0.025496  0.023223
187.756828  0.000000 -0.679581  0.025496  0.023222
187.756809  0.000000 -0.679581  0.025497  0.023220
187.756796  0.000000 -0.679581  0.025500  0.023218
187.756793  0.000000 -0.679581  0.025502  0.023216
187.756793  0.000000 -0.679581  0.025504  0.023215
187.756794  0.000000 -0.679581  0.025505  0.023214
187.756800  0.000000 -0.679581  0.025505  0.023213
187.756817  0.000000 -0.679581  0.025505  0.023212
187.756834  0.000000 -0.679581  0.025505  0.023211
187.756819  0.000000 -0.679581  0.025505  0.023210
187.756747  0.000000 -0.679581  0.025505  0.023209
187.756668  0.000000 -0.679582  0.025504  0.023207
187.756724  0.000000 -0.679581  0.025501  0.023205
187.756946  0.000000 -0.679580  0.025499  0.023202
187.756637  0.000000 -0.679582  0.025497  0.023200
187.753463  0.000000 -0.679602  0.025495  0.023197
187.742987  0.000000 -0.679671  0.025495  0.023195
187.719766  0.000000 -0.679822  0.025496  0.023192
187.680496  0.000000 -0.680077  0.025496  0.023190
187.627620  0.000000 -0.680420  0.025496  0.023187
187.570089  0.000000 -0.680794  0.025496  0.023185
187.519352  0.000000 -0.681124  0.025496  0.023184
187.483256  0.000000 -0.681359  0.025497  0.023183
187.462919  0.000000 -0.681491  0.025498  0.023181
187.454305  0.000000 -0.681547  0.025499  0.023179
187.451980  0.000000 -0.681562  0.025500  0.023177
187.451895  0.000000 -0.681563  0.025501  0.023175
187.452105  0.000000 -0.681561  0.025501  0.023173
187.452122  0.000000 -0.681561  0.025501  0.023173
187.452035  0.000000 -0.681562  0.025501  0.023173
187.451974  0.000000 -0.681562  0.025501  0.023174
187.451968  0.000000 -0.681562  0.025500  0.023174
187.451987  0.000000 -0.681562  0.025498  0.023174
187.452003  0.000000 -0.681562  0.025497  0.023174
187.452007  0.000000 -0.681562  0.025495  0.023175
187.452004  0.000000 -0.681562  0.025494  0.023175
187.452000  0.000000 -0.681562  0.025494  0.023176
187.451999  0.000000 -0.681562  0.025496  0.023177
187.451999  0.000000 -0.681562  0.025498  0.023177
187.452000  0.000000 -0.681562  0.025500  0.023176
187.452000  0.000000 -0.681562  0.025501  0.023175
187.452000  0.000000 -0.681562  0.025502  0.023174
187.452000  0.000000 -0.681562  0.025502  0.023172
187.452000  0.000000 -0.681562  0.025502  0.023170
187.452000  0.000000 -0.681562  0.025502  0.023169
187.452000  0.000000 -0.681562  0.025501  0.023170
187.452000  0.000000 -0.681562  0.025500  0.023171
187.452000  0.000000 -0.681562  0.025499  0.023173
187.452000  0.000000 -0.681562  0.025498  0.023175
187.452000  0.000000 -0.681562  0.025498  0.023176
187.452000  0.000000 -0.681562  0.025499  0.023177
187.452000  0.000000 -0.681562  0.025501  0.023177
187.452000  0.000000 -0.681562  0.025503  0.023176
187.452000  0.000000 -0.681562  0.025504  0.023174
187.452000  0.000000 -0.681562  0.025505  0.023173
187.452000  0.000000 -0.681562  0.025506  0.023172
187.452000  0.000000 -0.681562  0.025506  0.023172
187.452000  0.000000 -0.681562  0.025506  0.023172
187.452000  0.000000 -0.681562  0.025506  0.023171
187.452000  0.000000 -0.681562  0.025505  0.023171
187.452000  0.000000 -0.681562  0.025503  0.023170
187.452000  0.000000 -0.681562  0.025501  0.023169
187.452000  0.000000 -0.681562  0.025499  0.023167
187.452000  0.000000 -0.681562  0.025499  0.023166
187.452000  0.000000 -0.681562  0.025500  0.023165
187.452000  0.000000 -0.681562  0.025501  0.023163
187.452000  0.000000 -0.681562  0.025502  0.023162
187.452000  0.000000 -0.681562  0.025502  0.023160
187.452000  0.000000 -0.681562  0.025501  0.023159
187.452000  0.000000 -0.681562  0.025499  0.023159
187.452000  0.000000 -0.681562  0.025498  0.023160
187.452000  0.000000 -0.681562  0.025498  0.023161
187.452000  0.000000 -0.681562  0.025497  0.023162
187.452000  0.000000 -0.681562  0.025497  0.023164
187.452000  0.000000 -0.681562  0.025496  0.023165
187.452000  0.000000 -0.681562  0.025496  0.023165
187.452000  0.000000 -0.681562  0.025495  0.023164
187.452000  0.000000 -0.681562  0.025496  0.023162
187.451999  0.000000 -0.681562  0.025497  0.023159
187.451999  0.000000 -0.681562  0.025498  0.023156
187.452000  0.000000 -0.681562  0.025499  0.023152
187.452002  0.000000 -0.681562  0.025501  0.023150
187.452006  0.000000 -0.681562  0.025502  0.023148
187.452005  0.000000 -0.681562  0.025504  0.023148
187.451993  0.000000 -0.681562  0.025505  0.023149
187.451973  0.000000 -0.681562  0.025506  0.023151
187.451967  0.000000 -0.681562  0.025506  0.023152
187.452010  0.000000 -0.681562  0.025505  0.023152
187.452098  0.000000 -0.681561  0.025504  0.023153
187.452131  0.000000 -0.681561  0.025504  0.023153
187.451972  0.000000 -0.681562  0.025504  0.023155
187.451843  0.000000 -0.681563  0.025505  0.023159
187.453132  0.000000 -0.681555  0.025506  0.023164
187.459218  0.000000 -0.681515  0.025507  0.023169
187.475302  0.000000 -0.681411  0.025507  0.023174
187.506264  0.000000 -0.681209  0.025508  0.023176
187.552951  0.000000 -0.680906  0.025508  0.023177
187.609526  0.000000 -0.680538  0.025509  0.023176
187.665063  0.000000 -0.680177  0.025509  0.023174
187.709200  0.000000 -0.679890  0.025508  0.023172
187.737309  0.000000 -0.679707  0.025506  0.023171
187.751221  0.000000 -0.679617  0.025503  0.023170
187.756119  0.000000 -0.679585  0.025500  0.023170
187.756976  0.000000 -0.679580  0.025498  0.023171
187.756786  0.000000 -0.679581  0.025497  0.023172
187.756663  0.000000 -0.679582  0.025496  0.023174
187.756718  0.000000 -0.679581  0.025496  0.023176
187.756802  0.000000 -0.679581  0.025495  0.023178
187.756835  0.000000 -0.679581  0.025496  0.023179
187.756823  0.000000 -0.679581  0.025497  0.023179
187.756803  0.000000 -0.679581  0.025499  0.023178
187.756794  0.000000 -0.679581  0.025501  0.023175
187.756794  0.000000 -0.679581  0.025504  0.023172
187.756798  0.000000 -0.679581  0.025505  0.023169
187.756801  0.000000 -0.679581  0.025506  0.023167
187.756801  0.000000 -0.679581  0.025506  0.023166
187.756801  0.000000 -0.679581  0.025507  0.023166
187.756800  0.000000 -0.679581  0.025508  0.023166
187.756800  0.000000 -0.679581  0.025510  0.023165
187.756800  0.000000 -0.679581  0.025512  0.023164
187.756800  0.000000 -0.679581  0.025512  0.023163
187.756800  0.000000 -0.679581  0.025510  0.023162
187.756800  0.000000 -0.679581  0.025508  0.023160
187.756800  0.000000 -0.679581  0.025505  0.023159
187.756800  0.000000 -0.679581  0.025503  0.023158
187.756800  0.000000 -0.679581  0.025502  0.023158
187.756800  0.000000 -0.679581  0.025501  0.023158
187.756800  0.000000 -0.679581  0.025500  0.023158
187.756800  0.000000 -0.679581  0.025498  0.023158
187.756800  0.000000 -0.679581  0.025498  0.023158
187.756800  0.000000 -0.679581  0.025498  0.023158
187.756800  0.000000 -0.679581  0.025499  0.023158
187.756800  0.000000 -0.679581  0.025500  0.023159
187.756800  0.000000 -0.679581  0.025500  0.023159
187.756800  0.000000 -0.679581  0.025499  0.023160
187.756801  0.000000 -0.679581  0.025497  0.023160
187.756801  0.000000 -0.679581  0.025495  0.023160
187.756800  0.000000 -0.679581  0.025494  0.023160
187.756797  0.000000 -0.679581  0.025493  0.023159
187.756794  0.000000 -0.679581  0.025492  0.023158
187.756795  0.000000 -0.679581  0.025492  0.023156
187.756809  0.000000 -0.679581  0.025490  0.023153
187.756829  0.000000 -0.679581  0.025488  0.023150
187.756831  0.000000 -0.679581  0.025484  0.023147
187.756781  0.000000 -0.679581  0.025480  0.023144
187.756692  0.000000 -0.679582  0.025476  0.023141
187.756675  0.000000 -0.679582  0.025472  0.023138
187.756856  0.000000 -0.679580  0.025470  0.023136
187.756926  0.000000 -0.679580  0.025469  0.023134
187.755299  0.000000 -0.679591  0.025468  0.023132
187.748342  0.000000 -0.679636  0.025467  0.023131
187.730732  0.000000 -0.679750  0.025465  0.023130
187.697845  0.000000 -0.679964  0.025464  0.023129
187.649536  0.000000 -0.680278  0.025464  0.023128
187.592445  0.000000 -0.680649  0.025464  0.023127
187.537807  0.000000 -0.681004  0.025465  0.023127
187.495528  0.000000 -0.681279  0.025467  0.023126
187.469331  0.000000 -0.681449  0.025469  0.023126
187.456643  0.000000 -0.681532  0.025470  0.023125
187.452270  0.000000 -0.681560  0.025471  0.023124
187.452600  0.000000 -0.681558  0.025471  0.023122
187.457975  0.000000 -0.681523  0.025471  0.023120
187.472485  0.000000 -0.681429  0.025471  0.023118
187.501207  0.000000 -0.681242  0.025472  0.023117
187.545897  0.000000 -0.680952  0.025473  0.023117
187.601702  0.000000 -0.680589  0.025475  0.023116
187.658087  0.000000 -0.680222  0.025478  0.023115
187.704202  0.000000 -0.679923  0.025479  0.023114
187.734481  0.000000 -0.679726  0.025480  0.023113
187.750020  0.000000 -0.679625  0.025479  0.023113
187.755795  0.000000 -0.679587  0.025477  0.023112
187.756965  0.000000 -0.679580  0.025474  0.023112
187.756816  0.000000 -0.679581  0.025473  0.023112
187.756666  0.000000 -0.679582  0.025472  0.023110
187.756705  0.000000 -0.679581  0.025470  0.023106
187.756793  0.000000 -0.679581  0.025468  0.023100
187.756834  0.000000 -0.679581  0.025465  0.023092
187.756826  0.000000 -0.679581  0.025462  0.023084
187.756806  0.000000 -0.679581  0.025459  0.023079
187.756794  0.000000 -0.679581  0.025457  0.023075
187.756794  0.000000 -0.679581  0.025455  0.023074
187.756798  0.000000 -0.679581  0.025453  0.023075
187.756800  0.000000 -0.679581  0.025450  0.023076
187.756801  0.000000 -0.679581  0.025448  0.023077
187.756801  0.000000 -0.679581  0.025446  0.023079
187.756801  0.000000 -0.679581  0.025446  0.023080
187.756801  0.000000 -0.679581  0.025447  0.023081
187.756800  0.000000 -0.679581  0.025449  0.023081
187.756797  0.000000 -0.679581  0.025450  0.023080
187.756794  0.000000 -0.679581  0.025451  0.023079
187.756795  0.000000 -0.679581  0.025451  0.023077
187.756809  0.000000 -0.679581  0.025450  0.023075
187.756829  0.000000 -0.679581  0.025449  0.023073
187.756831  0.000000 -0.679581  0.025448  0.023072
187.756782  0.000000 -0.679581  0.025446  0.023072
187.756692  0.000000 -0.679581  0.025443  0.023072
187.756675  0.000000 -0.679582  0.025440  0.023072
187.756856  0.000000 -0.679580  0.025438  0.023071
187.756929  0.000000 -0.679580  0.025437  0.023071
187.755320  0.000000 -0.679590  0.025436  0.023071
187.748411  0.000000 -0.679635  0.025437  0.023071
187.730889  0.000000 -0.679749  0.025437  0.023072
187.698119  0.000000 -0.679962  0.025437  0.023074
187.649918  0.000000 -0.680276  0.025437  0.023077
187.592860  0.000000 -0.680646  0.025436  0.023080
187.538134  0.000000 -0.681002  0.025436  0.023082
187.495668  0.000000 -0.681278  0.025437  0.023084
187.469318  0.000000 -0.681449  0.025438  0.023085
187.456687  0.000000 -0.681532  0.025439  0.023087
187.452457  0.000000 -0.681559  0.025440  0.023088
187.451827  0.000000 -0.681563  0.025439  0.023088
187.452038  0.000000 -0.681562  0.025438  0.023088
187.452137  0.000000 -0.681561  0.025438  0.023086
187.452072  0.000000 -0.681562  0.025438  0.023084
187.451991  0.000000 -0.681562  0.025439  0.023082
187.451965  0.000000 -0.681562  0.025440  0.023080
187.451979  0.000000 -0.681562  0.025440  0.023079
187.451998  0.000000 -0.681562  0.025441  0.023078
187.452007  0.000000 -0.681562  0.025441  0.023078
187.452005  0.000000 -0.681562  0.025442  0.023078
187.452001  0.000000 -0.681562  0.025442  0.023077
187.451999  0.000000 -0.681562  0.025442  0.023076
187.451999  0.000000 -0.681562  0.025443  0.023073
187.452000  0.000000 -0.681562  0.025442  0.023070
187.452000  0.000000 -0.681562  0.025442  0.023067
187.452000  0.000000 -0.681562  0.025442  0.023063
187.452000  0.000000 -0.681562  0.025442  0.023061
187.452000  0.000000 -0.681562  0.025442  0.023058
187.452000  0.000000 -0.681562  0.025443  0.023056
187.452000  0.000000 -0.681562  0.025443  0.023054
187.452000  0.000000 -0.681562  0.025442  0.023053
187.451999  0.000000 -0.681562  0.025442  0.023050
187.451999  0.000000 -0.681562  0.025442  0.023048
187.451999  0.000000 -0.681562  0.025442  0.023046
187.452002  0.000000 -0.681562  0.025442  0.023044
187.452006  0.000000 -0.681562  0.025442  0.023044
187.452006  0.000000 -0.681562  0.025442  0.023044
187.451996  0.000000 -0.681562  0.025442  0.023043
187.451976  0.000000 -0.681562  0.025442  0.023043
187.451966  0.000000 -0.681562  0.025443  0.023043
187.452001  0.000000 -0.681562  0.025443  0.023044
187.452085  0.000000 -0.681561  0.025442  0.023045
