11990	247	1.7	708	757	475	-2.8
11980	214	2.7	551	601	524	-5.5
11990	192	3.5	495	536	553	-7.2
11990	154	6.1	420	447	577	-9.8
11990	129	8.9	427	467	598	-12
11990	118	11	393	431	640	-12
